author,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,sum
Apratim Mitra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Zhenya Tan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Qiaozhen Kang,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Ting Fang Alvin Ang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Sandra Postel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Zhongmin Sun,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Achille Broggi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Lining Zhu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Hua-Ling Tsai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Ling Tong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Jiafeng Geng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Xinyu Tian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Haocen Wang,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Shengyuan Yang,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Yaping Xu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
J&#xf6;rg Hausleiter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Veera Venkata Ratnam Bandaru,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Xue-Xin Wei,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
John C Adair,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Nicholas T Henthorn,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Yiliang Li,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Susu Chen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Huiying Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Shengmin Yan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Shengli Hu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Luciana Musante,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Sangbae Kim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Songli Zhu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Jimmy Vu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Evald H&#xf8;j Christiansen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Wenmin Sun,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Weifeng Peng,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Lucas Veillon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Deborah Osakue,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Victoria M Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Barry E Stein,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Dongliang Yu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Mengyu Zhong,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Xuegong Zhang,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Lianwei Wu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Hongyin Zhang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Sandra E Orchard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Marie-Anne F&#xe9;lix,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Ebtesam A Gashash,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Frederick Durham,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Gaohang Yu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Hong Yan Liu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Lindsay Fern&#xe1;ndez-Rhodes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Christopher R Bone,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Youngjin Jang,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Rodney Littlejohn,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Anton B Iliuk,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Christopher Shields,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Lengwan Li,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Jean-Louis Bru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Nur Mardiyati,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Janiece L Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Nina Re&#xdf;ing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Moyar Q Ge,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Monisha E Nongpiur,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Christine Des Rosiers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Yingxia Zeng,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Yunting Wu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Helen F K Chiu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Ian Bitts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Chunming Liu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Parastoo Azadi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Michael G Harrington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Georgeta Mihai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Yingbo Li,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Charles C Chung,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Xiaochun Wang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Joyce H Li,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Nisha Bansal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Gregory M Rose,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Neely R Alberson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Brooks King-Casas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Ai-Fang Wang,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Yuzhu Hou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Hongjin Yin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Qing H Meng,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Sheila A Lukehart,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Elvire Berthenet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Cesar Barrabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Shirley Chung,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Dallas R Ederer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Eben Rosenthal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Amar D Mandavia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Sheng-Che Hung,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Laura G Denton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Xinmin Yin,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Xiaohao Sun,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Tracy Baynard,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Dan Jin,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Rosanna W Peeling,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Qiping Zhu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Bo-Wen Tang,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Edison T Liu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Feipeng Liu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Shanni Hong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Erez Raz,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Marija Vujcic,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Erika A Eksioglu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Jifu Sun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Jeffrey M Mann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Zhiran Ju,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Mingqi Fu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Gordon L Hager,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Wenjie Tian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Annafelicia Civitavecchia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Yingying Liu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Fatima El-Assaad,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Joshua LaBaer,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Jonathan Z Sexton,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Han Xue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Katelyn Gostic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
M Sehgal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Junjie Zhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Domenico Corrado,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Vangmayee Sharma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Robin D Clugston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Qingjiang Li,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Sophia Koutsogiannaki,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Jun Mi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Dylan Ogden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Kimberly J Krager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Chun-Lei Zhang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Rachayata Dharmat,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Asya Smirnov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Lambertus J Wisse,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Phuong-Uyen Dinh,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Chen-Yu Tsao,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Bibo Ke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Fuzhong Li,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Henry A Boateng,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Melanie Bryant-Genevier,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
David S Herdman,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Lance Dworkin,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Katelyn A Queen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
August John,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Yingjun Lan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Chao Xi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Sayura Aoyagi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
James Gadd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Liang-Tzung Lin,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Imran Ahmed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Qinjingwen Cao,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Irene L Andrulis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Shitiz Sriwastava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Sidhartha Hazari,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Weikun Xiao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Keith A Webster,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Erin Boulger,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Jianbin Zhang,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Xing Chang,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Litao Han,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Qingning Su,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Daiqian Xie,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Silvia Torelli,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Matthew P Young,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Yanqiu Li,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Andrea L Molina,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Bingying Wang,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Henry Pratt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ryota Hokari,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Steven P Donald,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Kaifeng Hu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Itamar Livnat,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Sam Cross-Knorr,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Wenjin Li,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Carla Gon&#xe7;alves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Enjana Bylykbashi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Dae-Seok Kim,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Michael Wegner,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Xiaotong Xu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Songjian Gong,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Xuegao Yu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Tianwu Xie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Yue-Min Zhu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Anja Boisen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Thuy Tien Nguyen,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Christopher C Gibson,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Sha Wu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Margaret A Connors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Ovidiu C Andronesi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Binsheng Luo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Yalan Zhang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Jinzhu Ma,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Jennifer Lu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Richard T Thornbury,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Leon Y Wang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Yumin Qi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Chika Shuto,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Tommy Tong,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Long H Ngo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Paul J Converse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Guonian Zhu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Ching-Shwun Lin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Yan-Gang Cao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Jacqui Ralston,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Won-Suk Kim,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Yang Ju,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Chor Yong Tay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Richard D Vierstra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Kewei Ren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Ying-Zi Xiong,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Elizabeth C Tyler-Kabara,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Dora Lakatos,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Ann W Hsing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Michelle A Schultz,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Zuzana Tobiasova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Gonzalo M Estavillo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Marco De Andrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Robert Gillies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Qiao-Yan Qi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Yuta Shirogane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Siyue Hu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Pranav Krishnan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Jie Ding,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Yun-Zhi Zhang,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
David M Pigott,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Muhamed Baljevic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Po-Hung Hsieh,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Leandro Cerchietti,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Yueqiu Qin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Yiqing Chen,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Shimon Burshtein,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Eileen Holovac,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Lisa Truong,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Jeffrey S McLean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Fei Kang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Marjorie G Zauderer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Qinghua Wu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Qin Li,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Anand Dev Tiwari,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Kang Kang,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Lauren E Hillers Ziemer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Jennifer S Stevens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Yongyu Mei,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Yongrui Du,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Xiaoyuan Yan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Ying Tian,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Song Qu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Yaqun Zhang,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Islam Osman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Edward R Marcantonio,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Charles E Smith,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Dongmei Zhou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Lingya Yan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Alpaslan Tasdogan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Yijin Wang,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Zhu Tang,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Peter W Villalta,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Hugo Giambini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Uma Santhanam,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Xuerou Wang,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Alexey V Dvornikov,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Simone Sidoli,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Sihong Zhou,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Jake A Melby,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Judy Chen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Yutaka Kakizoe,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Dan Chen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Evan Y Zhao,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Joseph M Martinez,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Wenjie Zheng,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Lizhen Wang,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Bing Zhou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Michele B Parsons,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Peichen Pan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Fei Ding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Deborah J Nelson,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Lucas Pejovic-Nezhat,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Dayan Cao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Miguel Perez-Aso,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Zhiyuan Yu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Richard M Weinshilboum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Maokai Yan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Jun Yao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Hisashi Hirano,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Mahbubur Rahman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Richard P Lifton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Lien Tang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Binxuan Jiao,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Yongming Deng,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Somnath Dutta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Fred L Cunningham,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Daniel J Klionsky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Quy Nguyen,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Irmarie Cotto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Yanying Huo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Feihu Liu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
